Número de proyecto,Clave del programa,Fondo,Clave de la entidad federativa,Entidad Federativa,Clave del municipio,Nombre del municipio,Nombre del proyecto,Monto aprobado
450,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,8,SOLIDARIDAD,"PAVIMENTACIÓN CON CONCRETO ASFÁLTICO DE 5 CMS EN CALLES DE LA COLONIA BELLAVISTA EN LA CIUDAD DE PLAYA DEL CARMEN, EN EL MUNICIPIO DE SOLIDARIDAD, QUINTANA ROO","6,000,000"
451,U128,PROYECTOS DE DESARROLLO REGIONAL,23,QUINTANA ROO,8,SOLIDARIDAD,"PAVIMENTACIÓN CON CONCRETO ASFÁLTICO DE 5CMS DE CALLES EN LA COLONIA EL PEDREGAL EN LA CIUDAD DE PLAYA DEL CARMEN, EN EL MUNICIPIO DE SOLIDARIDAD, QUINTANA ROO","14,000,000"
452,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,63,PANINDÍCUARO,"CONSTRUCCIÓN DE PLAZA PÚBLICA EN LA COMUNIDAD DE J. TRINIDAD REGALADO, EN EL MUNICIPIO DE PANINDÍCUARO, MICHOACÁN DE OCAMPO","1,000,000"
453,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,63,PANINDÍCUARO,"CONSTRUCCIÓN DE PLAZA PÚBLICA EN LA COMUNIDAD DE UREQUIO, EN EL MUNICIPIO DE PANINDÍCUARO, MICHOACÁN DE OCAMPO","1,000,000"
454,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,63,PANINDÍCUARO,"CONSTRUCCIÓN DE PLAZA PÚBLICA EN LA COMUNIDAD DE EL FREINO DE LA REFORMA, EN EL MUNICIPIO DE PANINDÍCUARO, MICHOACÁN DE OCAMPO","1,000,000"
455,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,63,PANINDÍCUARO,"CONSTRUCCIÓN DE PLAZA PÚBLICA EN LA COMUNIDAD DE EX HACIENDA DE CURIMEO, EN EL MUNICIPIO DE PANINDÍCUARO, MICHOACÁN DE OCAMPO","1,000,000"
456,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,63,PANINDÍCUARO,"CONSTRUCCIÓN DE PLAZA PÚBLICA EN LA COMUNIDAD DE AGUANUAZO, EN EL MUNICIPIO DE PANINDÍCUARO, MICHOACÁN DE OCAMPO","1,000,000"
457,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,63,PANINDÍCUARO,"REMODELACIÓN DE LA PLAZA EN PANINDÍCUARO, EN EL MUNICIPIO DE PANINDÍCUARO, MICHOACÁN DE OCAMPO","4,000,000"
458,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,63,PANINDÍCUARO,"PAVIMENTACIÓN DE LA CALLE PRINCIPAL DE LA COMUNIDAD DE CURIMEO, EN EL MUNICIPIO DE PANINDÍCUARO, MICHOACÁN DE OCAMPO","1,000,000"
459,U128,PROYECTOS DE DESARROLLO REGIONAL,9,DISTRITO FEDERAL,15,CUAUHTÉMOC,"CONSTRUCCIÓN DEL CENTRO CULTURAL DEL LA INFANCIA EN LA CALLE DE ORIZABA ENTRE ANTONIO M. ANZA Y HUATABAMPO EN LA COLONIA ROMA SUR, DELEGACIÓN DE CUAUHTÉMOC, DISTRITO FEDERAL","5,000,000"
460,U128,PROYECTOS DE DESARROLLO REGIONAL,9,DISTRITO FEDERAL,999,COBERTURA ESTATAL,"REHABILITACIÓN DE LA AVENIDA PRESIDENTE MAZARIK EN LA COLONIA POLANCO, DISTRITO FEDERAL","10,000,000"
461,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,415,SANTA MARÍA IPALAPA,"PAVIMENTACION DE CALLES, EN EL MUNICIPIO DE SANTA MARÍA IPALAPA, OAXACA","2,000,000"
462,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,482,SANTIAGO PINOTEPA NACIONAL,"PAVIMENTACION DE CALLES, EN EL MUNICIPIO DE SANTIAGO PINOTEPA NACIONAL, OAXACA","4,500,000"
463,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,5,ASUNCIÓN IXTALTEPEC,"PAVIMENTACION DE CALLES, EN EL MUNICIPIO DE ASUNCIÓN IXTALTEPEC, OAXACA","5,000,000"
464,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,188,SAN JUAN COLORADO,"PAVIMENTACION DE CALLES, EN EL MUNICIPIO DE SAN JUAN COLORADO, OAXACA","2,000,000"
465,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,13,CIÉNEGA DE ZIMATLÁN,"PAVIMENTACION DE CALLES, EN EL MUNICIPIO DE CIÉNEGA DE ZIMATLÁN, OAXACA","2,000,000"
466,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,300,SAN PEDRO AMUZGOS,"PAVIMENTACION DE LA CALLE MIGUEL HIDALGO EN LA LOCALIDAD SAN MARTÍN, EN EL MUNICIPIO DE SAN PEDRO AMUZGOS, OAXACA","1,500,000"
467,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,485,SANTIAGO TAPEXTLA,"PAVIMENTACION DE CALLES, EN EL MUNICIPIO DE SANTIAGO TAPEXTLA, OAXACA","1,500,000"
468,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,466,SANTIAGO IXTAYUTLA,"PAVIMENTACION DE CALLES, EN EL MUNICIPIO DE SANTIAGO IXTAYUTLA, OAXACA","1,500,000"
469,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,310,SAN PEDRO IXTLAHUACA,"CONSTRUCCIÓN DE CASA DE LA CULTURA, EN EL MUNICIPIO DE SAN PEDRO IXTLAHUACA, OAXACA","2,500,000"
470,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,406,SANTA MARÍA CHILCHOTLA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO , EN EL MUNICIPIO DE SANTA MARÍA CHILCHOTLA, OAXACA","2,500,000"
471,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,5,ASUNCIÓN IXTALTEPEC,"AMPLIACIÓN DE LA RED DE DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA EN COLONIAS DE IXTALTEPEC, EN EL MUNICIPIO DE ASUNCIÓN IXTALTEPEC, OAXACA","2,500,000"
472,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,507,SANTO DOMINGO ARMENTA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO , EN EL MUNICIPIO DE SANTO DOMINGO ARMENTA, OAXACA","2,500,000"
473,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,212,SAN JUAN PETLAPA,"PAVIMENTACION DE CALLES CON CONCRETO HIDRAULICO, EN EL MUNICIPIO DE SAN JUAN PETLAPA, OAXACA","3,000,000"
474,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,430,SANTA MARÍA TATALTEPEC,"PAVIMENTACION DE CALLES CON CONCRETO HIDRAULICO, EN EL MUNICIPIO DE SANTA MARÍA TATALTEPEC, OAXACA","3,000,000"
475,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,568,ZAPOTITLÁN PALMAS,"PAVIMENTACION DE LAS CALLES BENITO JUAREZ Y VICENTE GUERRERO, EN EL MUNICIPIO DE ZAPOTITLÁN PALMAS, OAXACA","2,000,000"
476,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,14,CIUDAD IXTEPEC,"CONSTRUCCIÓN DE DRENAJE PLUVIAL DE LA CALLE CONSTITUCIÓN ENTRE LA CALLE ALLENDE Y GUADALUPE VICTORIA, EN EL MUNICIPIO DE CIUDAD IXTEPEC, OAXACA","6,000,000"
477,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,379,SANTA CRUZ NUNDACO,"AMPLIACIÓN DE RED DE ENERGÍA ELÉCTRICA EN LA LOCALIDAD OJO DE AGUA , EN EL MUNICIPIO DE SANTA CRUZ NUNDACO, OAXACA","5,300,000"
478,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,468,SANTIAGO JOCOTEPEC,"PAVIMENTACIÓN DE CALLES CON CONCRETO HIDRÁULICO EN LA LOCALIDAD LA ALICIA, EN EL MUNICIPIO DE SANTIAGO JOCOTEPEC, OAXACA","6,500,000"
479,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,372,SANTA CATARINA YOSONOTÚ,"PAVIMENTACIÓN DE CALLES CON CONCRETO HIDRÁULICO, EN EL MUNICIPIO DE SANTA CATARINA YOSONOTÚ, OAXACA","2,200,000"
480,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,35,METEPEC,"PAVIMENTACIÓN DE CALLES CON CONCRETO HIDRÁULICO EN LA LOCALIDAD DE ESTACIÓN DE APULCO, MUNICIPIO DE METEPEC, EN EL ESTADO DE HIDALGO","2,000,000"
481,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,51,QUECHULTENANGO,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE LA CALLE UNIDAD GUERRERENCE, EN EL MUNICIPIO DE QUECHULTENANGO, GUERRERO","3,000,000"
482,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,51,QUECHULTENANGO,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE LA CALLE MORELOS, EN EL MUNICIPIO DE QUECHULTENANGO, GUERRERO","3,000,000"
483,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,51,QUECHULTENANGO,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE LA CALLE CHAPULTEPEC, EN EL MUNICIPIO DE QUECHULTENANGO, GUERRERO","2,000,000"
484,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,51,QUECHULTENANGO,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE LA CALLE CUAUHTÉMOC, EN LA LOCALIDAD DE TLANICUILULCO, EN EL MUNICIPIO DE QUECHULTENANGO, GUERRERO","1,000,000"
485,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,51,QUECHULTENANGO,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE LA CALLE HUEHUECOYOTLA, LOCALIDAD DE HUEHUECOYOTLA, EN EL MUNICIPIO DE QUECHULTENANGO, GUERRERO","1,000,000"
486,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,35,HUEHUETOCA,"REHABILITACION DE ALUMBRADO PUBLICO EN EL MUNICIPIO DE HUEHUETOCA, PRIMERA ETAPA, EN EL ESTADO DE MÉXICO","20,000,000"
487,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,62,OCOYOACAC,"CONSTRUCCIÓN DE PISTA ARTIFICIAL DE PATINAJE EN LA ZONA TURÍSTICA DE LA MARQUESA, EN EL ESTADO DE MÉXICO","10,000,000"
488,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,232,SAN LUCAS OJITLÁN,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO EN LA CALLE DE BENITO JUÁREZ, EN SAN LUCAS OJITLÁN, EN EL MUNICIPIO DE SAN LUCAS OJITLÁN, OAXACA","3,000,000"
489,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,491,SANTIAGO TEXTITLÁN,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO, EN EL MUNICIPIO DE SANTIAGO TEXTITLÁN, OAXACA","2,000,000"
490,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,169,SAN JOSÉ INDEPENDENCIA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE LA CALLE FRANCISCO Y MADERO EN LA LOCALIDAD DE CERRO CHAPULTEPEC, EN EL MUNICIPIO DE SAN JOSÉ INDEPENDENCIA, OAXACA","2,000,000"
491,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,232,SAN LUCAS OJITLÁN,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE LA CALLE PRINCIPAL EN LA LOCALIDAD DE CACAHUATAL, EN EL MUNICIPIO DE SAN LUCAS OJITLÁN, OAXACA","3,000,000"
492,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,16,COAHUAYUTLA DE JOSÉ MARÍA IZAZAGA,"CONSTRUCCIÓN DE LA UNIDAD DEPORTIVA DE LA COMUNIDAD DEL ZOPILOTE, EN EL MUNICIPIO DE COAHUAYUTLA DE JOSÉ MARÍA IZAZAGA, GUERRERO","5,000,000"
493,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,16,COAHUAYUTLA DE JOSÉ MARÍA IZAZAGA,"PAVIMENTACIÓN DE CALLE GALENA EN LA CABECERA MUNICIPAL, EN EL MUNICIPIO DE COAHUAYUTLA DE JOSÉ MARÍA IZAZAGA, GUERRERO","2,700,000"
494,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,16,COAHUAYUTLA DE JOSÉ MARÍA IZAZAGA,"PAVIMENTACIÓN DE LA CALLE EL ZARCO EN LA CABECERA MUNICIPAL, EN EL MUNICIPIO DE COAHUAYUTLA DE JOSÉ MARÍA IZAZAGA, GUERRERO","2,300,000"
495,U128,PROYECTOS DE DESARROLLO REGIONAL,9,DISTRITO FEDERAL,8,LA MAGDALENA CONTRERAS,"ASFALTADO EN DIVERSAS CALLES DE LA DELEGACIÓN LA MAGDALENA CONTRERAS, DISTRITO FEDERAL","2,000,000"
496,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,53,MORELIA,"CONSTRUCCIÓN DEL CENTRO DE CONVENCIONES EN MORELIA, MICHOACÁN DE OCAMPO","100,000,000"
497,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,999,COBERTURA ESTATAL,INFRAESTRUCTURA VIAL EN EL ESTADO DE MICHOACÁN DE OCAMPO,"300,000,000"
498,U128,PROYECTOS DE DESARROLLO REGIONAL,9,DISTRITO FEDERAL,16,MIGUEL HIDALGO,"HABILITACIÓN DE LA ALBERCA EN EL DEPORTIVO ESCANDÓN, EN LA DELEGACIÓN MIGUEL HIDALGO, DISTRITO FEDERAL","10,000,000"
499,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,45,JIQUILPAN,"PAVIMENTACIÓN CON PIEDRA TIPO PORFIDO EN CALLE ELENA ABARCA EN EL MUNICIPIO DE JIQUILPAN, MICHOACÁN DE OCAMPO","6,000,000"
500,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,74,COJUMATLÁN DE RÉGULES,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO EN LA CALLE ALLENDE EN LA CABECERA MUNICIPAL EN EL MUNICIPIO DE COJUMATLÁN DE RÉGULES, MICHOACÁN DE OCAMPO","6,000,000"
501,U128,PROYECTOS DE DESARROLLO REGIONAL,7,CHIAPAS,65,PALENQUE,"PAVIMENTACIÓN DE CALLES EN CABECERA MUNICIPAL, EN EL MUNICIPIO DE PALENQUE, EN CHIAPAS","3,000,000"
502,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,26,CHAPA DE MOTA,"PAVIMENTO HIDRÁULICO EN EL LIBRAMIENTO, MUNICIPIO DE CHAPA DE MOTA, EN MÉXICO","1,000,000"
503,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,26,CHAPA DE MOTA,"CONSTRUCCIÓN DEL PAVIMENTO HIDRAÚLICO, TRAMO 1, CIRCUITO DE DONGU, EN EL MUNICIPIO DE CHAPA DE MOTA, EN MÉXICO","1,500,000"
504,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,4,APASEO EL ALTO,"PAVIMENTACIÓN DE CALLE JUAN JOSÉ ARREOLA, EN EL MUNICIPIO DE APASEO EL ALTO, EN GUANAJUATO","1,000,000"
505,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,51,CHIETLA,"INSTALACIÓN DE POZO DE AGUA POTABLE, POBLACIÓN ESCAPE DE LAGUNILLAS, CHIAUTLA, PUEBLA","1,000,000"
506,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,51,CHIETLA,"PAVIMENTACIÓN DE CONCRETO HIDRAÚLICO, CALLE VICENTE GUERRERO, ENTRE LAS CALLES DE MORELOS Y JIMÉNEZ, EN EL MUNICIPIO DE CHIETLA, EN PUEBLA","800,000"
507,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,140,SAN PEDRO CHOLULA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DEL CAMINO ATLACO (PRIMERA ETAPA) EN LA JUNTA AUXILIAR DE SANTIAGO MOMOXPAN, EN EL MUNICIPIO DE SAN PEDRO CHOLULA, EN PUEBLA","6,000,000"
508,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,140,SAN PEDRO CHOLULA,"ADOQUINAMIENTO DE LA CALLE ALVARO OBREGÓN ENTRE LA CALLE 20 NORTE Y ACCESO AL PERIFERICO EN LA JUNTA AUXILIAR DE SANTIAGO MOMOXPAN. PRIMERA ETAPA, EN EL MUNICIPIO DE SAN PEDRO CHOLULA, EN PUEBLA","3,000,000"
509,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,63,ESPERANZA,"ADOQUINAMIENTO DE CALLE 2 ORIENTE ENTRE CALLE 16 NORTE Y AVILA CAMACHO PRIMERA ETAPA, EN EL MUNICIPIO DE ESPERANZA, EN PUEBLA","1,400,000"
510,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,413,SANTA MARÍA HUATULCO,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO CALLE PRINCIPAL HACIENDA VIEJA, EN LA LOCALIDAD DE HACIENDA VIEJA, EN EL MUNICIPIO DE SANTA MARÍA HUATULCO, EN OAXACA","2,000,000"
511,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,413,SANTA MARÍA HUATULCO,"PAVIMENTACIÓN CON CONCRETO HIDRAÚLICO DE LA CALLE CAMINO A BENITO JUÁREZ, EN LA CABECERA MUNICIPAL, PRIMERA ETAPA, EN EL MUNICIPIO DE SANTA MARÍA HUATULCO, EN OAXACA","3,000,000"
512,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,8,ARANDAS,"PAVIMENTACIÓN DE CALLES ADOLFO GASCÓN, EN EL MUNICIPIO DE ARANDAS, EN JALISCO","2,500,000"
513,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,8,ARANDAS,"PAVIMENTACIÓN DE CALLE FELIPE ÁNGELES, EN EL MUNICIPIO DE ARANDAS, EN JALISCO","1,100,000"
514,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,72,SAN DIEGO DE ALEJANDRÍA,"PAVIMENTACIÓN EN CALLE NICOLÁS BRAVO, ENTRE CALLE ZARAGOZA Y CALVARIO, EN EL MUNICIPIO DE SAN DIEGO DE ALEJANDRIA, EN JALISCO","1,000,000"
515,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,8,ARANDAS,"PAVIMENTACIÓN DE CALLE MOCTEZUMA, EN EL MUNICIPIO DE ARANDAS, EN JALISCO","400,000"
516,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,10,EL CARMEN,"REMODELACIÓN DE ESPACIO DEPORTIVO, COL. RINCON DEL CARMEN, EN EL MUNICIPIO DE EL CARMEN, EN NUEVO LEÓN","1,500,000"
517,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"TECHADO DE CANCHA DE USOS MULTIPLES, COL. NUEVO PUERTO MARQUÉZ, EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","1,200,000"
518,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"TECHADO DE CANCHA DE USOS MULTIPLES, COL. NAVIDAD DE LLANO LARGO, EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","1,200,000"
519,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"REHABILITACIÓN DE CANCHA DEPORTIVA BUGAMBILIAS, COL. JARDÍN MANGOS, EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","1,200,000"
520,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"CONSTRUCCIÓN DE DEPORTIVO SILVESTRE CASTRO 1A. ETAPAS, COL. RENACIMIENTO, EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","1,200,000"
521,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"PAVIMENTACIÓN DE LA CALLE PRINCIPAL PRIMERO DE MAYO PIEDRA IMÁN, EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","1,000,000"
522,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"PAVIMENTACIÓN DE LA CALLE PRINCIPAL ENTRADA A LA POBLACIÓN GARRAPATAS, EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","1,000,000"
523,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"REHABILITACIÓN DE LA CANCHA DEPORTIVA INVONAVIT ALTA PROGRESO, COL. ALTA PROGRESO, EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","1,500,000"
524,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"PAVIMENTACIÓN DE LA CALLE DE LA SEC. RAÚL ISIDRO BURGOS DE LA COL. PICUDA, (ORGANOS DE JUAN R. ESCUDERO), EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","1,000,000"
525,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"INFRAESTRUCTURA SOCIAL EN ACAPULCO, GUERRERO","5,000,000"
526,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"CONSTRUCCIÓN DE CALLES BANQUETAS, MUROS DE CONTENSIÓN Y CANALES PLUVIALES DE LAS UNIDADES HABITACIONALES INFONAVIT, FARALLON, ALTA PROGRESO, COLOSO Y COLOSIO, EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","10,000,000"
527,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"CONSTRUCCIÓN DE PUENTE PEATONAL Y ÁREA DE ACENSO Y DESCENSO DE ESCUELA EN LA CARRETERA PIE DE LA CUESTA KM 6 CBETIS, EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","2,000,000"
528,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"CONSTRUCCIÓN DE EMBARCADERO, PLAZALETA Y ESTACIONAMIENTO EN EL POBLADO BARRA DE COYUCA DE BENITEZ, EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","3,000,000"
529,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"CONSTRUCCIÓN PRIMERA ETAPA DEL DEPORTIVO DE UNIDAD HABITACIONAL DE AV. FARALLON , EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","1,000,000"
530,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"PAVIMENTACIÓN DE LA CALLE PRINCIPAL FRENTE A LA IGLESIA AMATILLO, EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","1,000,000"
531,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"PAVIMENTACIÓN DE LA CALLE PRINCIPAL PINITOS (SAN ISIDRO GALLINERO), EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","1,000,000"
532,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"CONSTRUCCIÓN DE CANCHA DEPORTIVA COL. LA TOLVA, EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","2,500,000"
533,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"PAVIMENTACIÓN DE LA CALLE FEBRONIO DIAZ FIGUEROA (PEDREGOSO), EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","1,000,000"
534,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"PAVIMENTACIÓN DE LA CALLE PRINCIPAL (DOS ARROYOS), EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","1,000,000"
535,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"TECHUMBRE DE LA CANCHA PRINCIPAL DE LA POBLACIÓN (LA CALERA), EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","1,000,000"
536,U128,PROYECTOS DE DESARROLLO REGIONAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,"PAVIMENTACIÓN DE LA CALLE IGNACIO ALLENDE A UN COSTADO DEL JARDÍN DE NIÑOS VAZCO DE QUIROGA MARTIREZ DE CUILAPA (LA SABANA), EN EL MUNICIPIO DE ACAPULCO DE JUÁREZ, EN GUERRERO","1,000,000"
537,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,31,ZACATEPEC,"PAVIMENTACIÓN DE LA CALLE AV. CENTRAL LÁZARO CÁRDENAS, COL. CENTRO, EN EL MUNICIPIO DE ZACATEPEC, EN MORELOS","1,000,000"
538,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,1,AGUASCALIENTES,"CONSTRUCCIÓN, REHABILITACIÓN Y MODERNIZACIÓN DEL COMPLEJO TRES CENTURIAS EN AGUASCALIENTES, TERCERA ETAPA","150,000,000"
539,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,1,AGUASCALIENTES,"CONSOLIDACIÓN DEL CAMPUS UNIVERSITARIO SUR DE LA UAA EN AGUASCALIENTES, AGUASCALIENTES. TERCERA ETAPA","70,000,000"
540,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,1,AGUASCALIENTES,PROLONGACIÓN DE PASO A DESNIVEL EN AV. LÓPEZ MATEOS Y CALLE J. F. ELIZONDO EN LA CIUDAD DE AGUASCALIENTES,"135,000,000"
541,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,1,AGUASCALIENTES,"CONSOLIDACIÓN DEL CENTRO TURÍSTICO Y RECREATIVO ISLA SAN MARCOS, AGUASCALIENTES","40,000,000"
542,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,1,AGUASCALIENTES,REHABILITACIÓN DEL CENTRO DE EDUCACIÓN AMBIENTAL Y RECREATIVO RODOLFO LANDEROS GALLEGOS DE LA CIUDAD DE AGUASCALIENTES,"40,000,000"
