Número de proyecto,Clave del programa,Fondo,Clave de la entidad federativa,Entidad Federativa,Clave del municipio,Nombre del municipio,Nombre del proyecto,Monto aprobado,Pagado,
1859,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,57,NAUCALPAN DE JUÁREZ,"REHABILITACION DE LA SUPERFICIE DE RODAMIENTO DE CONCRETO HIDRAULICO EN PASEO DE ECHEGARAY (1ERA ETAPA), NAUCALPAN DE JUÁREZ","7,600,000.00","3,758,200.00",
1860,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,57,NAUCALPAN DE JUÁREZ,PAVIMENTACIÓN DE CONCRETO HIDRÁULICO EN AV. PRIMAVERA.,"2,600,000.00","1,285,700.00",
1861,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,105,TLATLAYA,PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE VIALIDAD EN EL LIBRAMIENTO PONIENTE,"4,000,000.00","1,978,000.00",
1862,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,81,TECÁMAC,"CONSTRUCCIÓN DE DRENAJE EN CERRADA SANTA ANA, COMUNIDAD SANTO DOMINGO AJOLOAPAN, TECAMAC","350,000.00","173,075.00",
1863,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,94,TEPETLIXPA,CONSTRUCCIÓN DE TEATRO AL AIRE LIBRE Y TECHUMBRE EN LA PLAZA CIVICA BENITO JUAREZ ,"1,000,000.00","494,500.00",
1864,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,94,TEPETLIXPA,REHABILITACION DE AV. NACIONAL,"1,404,030.33","694,293.00",
1865,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,94,TEPETLIXPA,"CONSTRUCCIÓN DE PAVIMENTO A BASE DE CONCRETO HIDRÁULICO, GUARNICIONES Y BANQUETAS EN CALLE CHAPULTEPEC, DE CALLE SAN ESTEBAN A CALLE INDEPENDENCIA ","1,235,007.79","610,711.35",
1866,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,94,TEPETLIXPA,"PAVIMENTACIÓN  A BASE DE EMPEDRADO CON PIEDRA CORTADA EN AV. MORELOS DE CALLE ZACATECAS A CALLE 2 DE MARZO, SEGUNDA ETAPA.","1,235,007.79","610,711.35",
1867,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,94,TEPETLIXPA,CAMBIO DE LUMINARIAS POR TIPO LED PARA AHORRO  EN EL CONSUMO DE ENERGÍA EN ESCUELA PRIMARIA BENITO JUÁREZ ,"325,000.00","160,712.50",
1868,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,94,TEPETLIXPA,REPAVIMENTACIÓN CON CONCRETO ASFALTICO EN CALLE MORELOS.,"551,210.93","272,573.80",
1869,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,94,TEPETLIXPA,CONSTRUCCIÓN DE UN AULA TIPO REGIONAL EN ESCUELA DECIMA MUSA,"475,000.00","234,887.50",
1870,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,94,TEPETLIXPA,REHABILITACIÓN DE AULAS EN ESCUELA PRIMARIA VICENTE GUERRERO ,"352,474.65","174,298.71",
1871,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,94,TEPETLIXPA,CONSTRUCCIÓN DE BARDA PERIMETRAL EN PRIMARIA OCTAVIO PAZ C.C.T. 15EPR4758S.,"221,454.68","109,509.34",
1872,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,94,TEPETLIXPA,REHABILITACIÓN DE AULAS EN PREPARATORIA NO. 29,"270,000.00","133,515.00",
1873,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,94,TEPETLIXPA,CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO DE 15CM DE ESPESOR EN CALLE FELIPE NERI,"879,602.90","434,963.64",
1874,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,94,TEPETLIXPA,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO DE 15CM DE ESPESOR EN CALLE BAJA CALIFORNIA., PRIMERA ETAPA","551,210.93","272,573.80",
1875,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,26,CHAPA DE MOTA,CONTINUACION DE PAVIMENTO HIDRAULICO EN CALLE DE LOS PINOS,"600,000.00","296,700.00",
1876,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,26,CHAPA DE MOTA,CONSTRUCCIÓN DE PAVIMENTO HIDRAULICO CALLE DEL EJERCITO DEL TRABAJO,"600,000.00","296,700.00",
1877,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,26,CHAPA DE MOTA,CONSTRUCCION DE PAVIMENTO HIDRAULICO,"400,000.00","197,800.00",
1878,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,26,CHAPA DE MOTA,"CONSTRUCCIÓN DE TECHUMBRE EN LA PLAZA CÍVICA ESC. PRIMARIA FEDERAL NETZAHUALCOYOTL TM C.C.T. 15DPR0999Q. COMUNIDAD DE SAN JUAN TUXTEPEC, CHAPA DE MOTA MEX.","600,000.00","296,700.00",
1879,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,26,CHAPA DE MOTA,"CONSTRUCCION DE TECHUMBRE EN LA PLAZA CIVICA ESC. PRIMARIA FEDERAL HEROES DE LA INDEPENDENCIA TM C.C.T. 15DPR2431B. COMUNIDAD DE SAN GABRIEL, CHAPA DE MOTA MEX.","600,000.00","296,700.00",
1880,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,26,CHAPA DE MOTA,CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO ,"500,000.00","247,250.00",
1881,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,26,CHAPA DE MOTA,CONSTRUCCION DE PAVIMENTO HIDRAULICO,"460,860.00","227,895.27",
1882,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,26,CHAPA DE MOTA,PAVIMENTO HIDRAULICO CAMINO VIEJO A LA HACIENDA,"1,870,000.00","924,715.00",
1883,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,40,IXTAPAN DE LA SAL,"CONSTRUCCION DE PAVIMENTACION, INTRODUCCION DE DRENAJE E INTRODUCCION DE AGUA POTABLE EN LA CALLE HIDALGO ","9,999,999.99","4,944,999.99",
1884,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,40,IXTAPAN DE LA SAL,"MODERNIZACIÓN DE CAMINO EXISTENTE DE LA COLONIA IXTAPITA EN EL MUNICIPIO DE IXTAPAN DE LA SAL, MÉXICO","9,999,999.99","4,944,999.99",
1885,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,40,IXTAPAN DE LA SAL,CONSTRUCCIÓN DE PAVIMENTACIÓN DEL CAMINO DE LLANO DE LA UNIÓN A  LLANO DE SAN JUAN ,"5,000,000.02","2,472,500.01",
1886,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,108,TULTEPEC,SUSTITUCIÓN DE LUMINARIAS A TIPO LED EN AVENIDAS PRINCIPALES ZONA NORTE,"7,750,000.00","3,832,375.00",
1887,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,108,TULTEPEC,SUSTITUCION DE LUMINARIAS A TIPO LED EN AVENIDAS PRINCIPALES ZONA SUR,"4,376,960.49","2,164,406.96",
1888,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,108,TULTEPEC,PROGRAMA DE REHABILITACION DE VIALIDADES EN EL MUNICIPIO,"1,500,000.00","741,750.00",
1889,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,108,TULTEPEC,"REPAVIMENTACION DE LA AVENIDA QUE DA ACCESO AL CECYTEM, UNIDAD SAN PABLO C.T.M.","1,800,000.00","890,100.00",
1890,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,108,TULTEPEC,"PROGRAMA DE REHABILITACIÓN Y MEJORAMIENTO DE ESPACIOS EDUCATIVOS EN EL MUNICIPIO. (UES TULTEPEC 15ESU0033Z, PRIMARIA 15EPR4952W, PRIMARIA 15EPR1983V,PRIMARIA 15EPR4322H,CECYTEM 15ETC0051P, PRIMARIA MAT 15DPR0672M, VESPERTINO 15DPR1796B","3,373,039.51","1,667,968.03",
1891,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"TECHUMBRE EN LA ESCUELA PRIMARIA ""TIERRA Y LIBERTAD"" UBICADA EN VALLADOLID S/N, LOS OLIVOS","780,000.00","385,710.00",
1892,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"TECHUMBRE EN LA ESCUELA PRIMARIA ""BENITO JUÁREZ - GERTRUDIS BOCANEGRA"" UBICADA EN CALLE JUÁREZ NO. 8., SAN MATEO TECOLOAPAN","825,000.00","407,962.50",
1893,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"TECHUMBRE EN PATIO PRINCIPAL Y CONSTRUCCIÓN DE CISTERNA EN EL PREESCOLAR ANEXO A LA NORMAL, UBICADA EN AV. RUÍZ CORTINES Y MUNICIPIO LIBRE S/N,  LOMAS DE ATIZAPÁN","325,000.00","160,712.50",
1894,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"TECHUMBRE EN LA ESCUELA PRIMARIA ""AMADO NERVO"" UBICADA EN CALLE CHAMIZAL S/N, ATIZAPÁN CENTRO","1,100,000.00","543,950.00",
1895,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"TECHUMBRE EN LA ESCUELA PRIMARIA ""RAÚL NORIEGA ONDOVILLA"" UBICADA EN AV. ESTADO DE MÉXICO NO. 14, AHUEHUETES","500,000.00","247,250.00",
1896,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"CONSTRUCCIÓN DE AULA EN LA  ESC. TELESECUNDARIA TLATOANI CON C.C.T. 15DTV0129B, CALLE VERACRUZ NO. 35, MÉXICO NUEVO","895,000.00","442,577.50",
1897,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"CONSTRUCCIÓN DE AULA EN ESC. SEC. OFICIAL NO. 0308 MÁRTIRES DE CHICAGO CON C.C.T. 15EES0598N, UBICADA EN CALLE TOLUCA SUR S/N,  LOMAS DE ATIZAPÁN","650,000.00","321,425.00",
1898,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"CONSTRUCCIÓN DE AULA E IMPERMEABILIZACIÓN EN EL JARDÍN DE NIÑOS GENERAL IGNACIO ZARAGOZA, CALLE FELIPE ÁNGELES S/N. CINCO DE MAYO","450,000.00","222,525.00",
1899,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"REHABILITACIÓN DE NÚCLEO SANITARIO, MURO DE CONTENCIÓN Y COLOCACIÓN DE LÁMPARAS EN ESC. PRIM. ""SIMÓN RAMÍREZ RODRÍGUEZ"" CON C.C.T. 15DPR2826M, SAN JUAN IXTACALA PLANO SUR","1,080,000.00","534,060.00",
1900,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"TECHUMBRE EN LA ESCUELA PRIMARIA ""FRANCISCO I.  MADERO"" UBICADA EN TECOLOTE NO. 2 , EL CAPULÍN AMPLIACIÓN","550,000.00","271,975.00",
1901,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"TECHUMBRE EN LA ESCUELA PREESCOLAR XILOMEN UBICADA EN MANUEL DOBLADO S/N, EMILIANO ZAPATA AMPLIACIÓN","320,000.00","158,240.00",
1902,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"TECHUMBRE EN LA ESCUELA PRIMARIA ""GABRIELA MISTRAL"", UBICADA AV. CENTRAL NO. 8, EX HACIENDA EL PEDREGAL","520,000.00","257,140.00",
1903,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"TECHUMBRE EN LA ESCUELA SECUNDARIA TÉCNICA NO. 103 “SIMÓN RAMÍREZ RODRÍGUEZ” UBICADA EN BOULEVARD ADOLFO LÓPEZ MATEOS S/N,  EL POTRERO","650,000.00","321,425.00",
1904,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,TECHUMBRE  EN LA ESCUELA SECUNDARIA TÉCNICA NO. 150  UBICADA EN CALLE ARGELIA Y HOLANDA S/N. MÉXICO 86,"825,000.00","407,962.50",
1905,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"PAVIMENTACIÓN  CON CONCRETO HIDRÁULICO Y OBRAS COMPLEMENTARIAS DE LA CALLE GLADIOLAS,  TRAMO DE CALLE LIRIOS A CALLE ROSAS, PRADOS DE IXTACALA II","1,430,129.00","707,198.79",
1906,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"REPAVIMENTACIÓN CON CONCRETO HIDRÁULICO Y OBRAS COMPLEMENTARIAS DE CALLE BOSQUES TRAMO DE LA CALLE SAN FRANCISCO A LA CALLE LÁZARO CÁRDENAS, PROF. CRISTÓBAL HIGUERA","4,071,000.00","2,013,109.50",
1907,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"PAVIMENTACIÓN  CON CONCRETO HIDRÁULICO Y OBRAS COMPLEMENTARIAS DE LA CALLE LIRIOS,  TRAMO DE CALLE TULIPÁN A CALLE GLADIOLAS, PRADOS DE IXTACALA II","2,201,490.00","1,088,636.80",
1908,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"REPAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE RUIZ CORTINES,  TRAMO DE C. ADOLFO LÓPEZ MATEOS A AV. SAGITARIO, LOMAS DE GUADALUPE AMPLIACIÓN","2,140,590.00","1,058,521.75",
1909,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO  Y OBRAS COMPLEMENTARIAS DE CALLE PEDRO VERA TRAMO DE CALLE SAN FRANCISCO DE ASIS A C. SAN FRANCISCO DE ASÍS, LA ERMITA","848,283.37","419,476.13",
1910,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"REPAVIMENTACIÓN CON CONCRETO HIDRÁULICO Y OBRAS COMPLEMENTARIAS DE CALLE EL ROSAL TRAMO DE LA CALLE BOSQUES A CALLE 5, PROF. CRISTÓBAL HIGUERA","2,542,251.00","1,257,143.12",
1911,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"REPAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE 16 CM. ESPESOR DE  CALLE VICENTE GUERRERO TRAMO DE AV. SAGITARIO A CAMINO REAL DE CALACOAYA, LOMAS DE GUADALUPE","1,740,835.00","860,842.90",
1912,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"REPAVIMENTACIÓN CON CONCRETO HIDRÁULICO Y OBRAS COMPLEMENTARIAS DE LA AV. OCÉANO ATLÁNTICO COLONIA LOMAS LINDAS TRAMO DE OCÉANO PACIFICO A CARRETERA ATIZAPÁN - NICOLÁS ROMERO,   LOMAS LINDAS","9,998,073.63","4,944,047.41",
1913,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,"REPAVIMENTACIÓN CON CONCRETO HIDRÁULICO Y OBRAS COMPLEMENTARIAS DE AV. DE LAS TORRES TRAMO DE BLVD. IGNACIO ZARAGOZA A PROLONGACIÓN VILLA REAL, VILLA DE LAS TORRES","5,557,348.00","2,748,108.58",
1914,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,98,TEXCALYACAC,CONSTRUCCION DE TECHUMBRE EN EL TEATRO AL AIRE LIBRE ,"1,000,000.00","494,500.00",
1915,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,98,TEXCALYACAC,CONSTRUCCIÓN DE TECHUMBRE EN ESCUELA PRIMARIA DR GUSTAVO BAZ,"1,500,000.00","741,750.00",
1916,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,98,TEXCALYACAC,CONSTRUCCIÓN DE TANQUE DE ALMACENAMIENTO DE AGUA POTABLE,"2,500,000.00","1,236,250.00",
1917,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,121,CUAUTITLÁN IZCALLI,"ADOQUINADO DE ANDADOR LONDRES, COL. CENTRO URBANO","450,000.00","222,525.00",
1918,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,123,LUVIANOS,REHABILITACIÓN DE PLAZA CULTURAL EN LA CABECERA MUNICIPAL..,"3,037,727.00","1,502,156.00",
1919,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,9999,ISIDRO FABELA; NICOLÁS ROMERO; TEPOTZOTLÁN; CUAUTITLÁN; HUIXQUILUCAN; NAUCALPAN DE JUÁREZ; JILOTZINGO; COYOTEPEC; HUEHUETOCA,BACHEO EN LOS CAMINOS DE LA RED VIAL PRIMARIA LIBRE DE PEAJE DE LA RESIDENCIA REGIONAL  CUAUTITLAN,"9,900,000.00","4,895,550.00",
1920,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,9999,TEMOAYA; LERMA; ALMOLOYA DEL RÍO; XALATLACO; JILOTZINGO; ALMOLOYA DE JUÁREZ; OCOYOACAC; CALIMAYA; VILLA VICTORIA; ZINACANTEPEC; TOLUCA,BACHEO EN LOS CAMINOS DE LA RED VIAL PRIMARIA LIBRE DE PEAJE DE LA RESIDENCIA REGIONAL  TOLUCA,"9,900,000.00","4,895,550.00",
1921,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,9999,OCUILAN; AMATEPEC; SULTEPEC; MALINALCO; TEXCALTITLÁN; IXTAPAN DE LA SAL; TENANCINGO,BACHEO EN LOS CAMINOS DE LA RED VIAL PRIMARIA LIBRE DE PEAJE DE LA RESIDENCIA REGIONAL  IXTAPAN DE LA SAL,"9,900,000.00","4,895,550.00",
1922,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,55,MEXICALTZINGO,CONSTRUCCIÓN DE UNA BIBLIOTECA DIGITAL EN EL MUNICIPIO DE MEXICALTZINGO,"4,044,489.38","2,000,000.00",
1923,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,66,OTZOLOAPAN,CONSTRUCCIÓN DE UNA BIBLIOTECA DIGITAL EN EL MUNICIPIO DE OTZOLOAPAN,"4,044,489.38","2,000,000.00",
1924,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,19,CAPULHUAC,CONSTRUCCIÓN DE UNA BIBLIOTECA DIGITAL EN EL MUNICIPIO DE CAPULHUAC,"4,044,489.38","2,000,000.00",
1925,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,9999,IXTLAHUACA; MORELOS; CHAPA DE MOTA; SAN FELIPE DEL PROGRESO; ACULCO; TEMASCALCINGO; SAN JOSÉ DEL RINCÓN; ATLACOMULCO; JOCOTITLÁN; EL ORO; TIMILPAN; JILOTEPEC; ACAMBAY DE RUÍZ CASTAÑEDA,BACHEO EN LOS CAMINOS DE LA RED VIAL PRIMARIA LIBRE DE PEAJE DE LA RESIDENCIA REGIONAL  ATLACOMULCO,"9,900,000.00","4,895,550.00",
1926,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,9999,ZUMPANGO; HUEYPOXTLA,BACHEO EN LOS CAMINOS DE LA RED VIAL PRIMARIA  LIBRE DE PEAJE DE LA RESIDENCIA REGIONAL TECAMAC-ECATEPEC,"9,900,000.00","4,895,550.00",
1927,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,110,VALLE DE BRAVO,REHABILITACIÓN DEL CAMINO A LOS ÁLAMOS,"9,100,101.12","4,500,000.00",
1928,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,14,ATLACOMULCO,PAVIMENTAR EL CAMINO A LA ISLA LAS AVES EN LA COMUNIDAD EL SALTO.,"6,471,183.02","3,200,000.00",
1929,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,7,AMANALCO,TRABAJOS DE REHABILITACIÓN EN EL CAMINO KM 7.5 (TOLUCA-ZITACUARO)-SAN FRANCISCO TLALCILALCALPAN-VALLE DE BRAVO (CON PRODUCTOS DE ALTA TECNOLOGÍA),"9,999,999.99","4,945,000.00",
1930,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,92,TEOTIHUACÁN,"CONSTRUCCIÓN DEL CAMINO RÍO SAN JUAN, EN LOS TRAMOS PUENTE DEL EMPERADOR-CAMINO SAN LORENZO Y PUENTE DEL EMPERADOR-AVENIDA PIRÁMIDES.","8,473,205.26","4,190,000.00",
1931,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,106,TOLUCA,"PAVIMENTAR LA CALLE PASEO SAN BUENAVENTURA, EN EL TRAMO DE AV. LAS TORRES A LAGO TANA","9,999,999.99","4,945,000.00",
1932,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,47,JIQUIPILCO,"PAVIMENTACIÓN DE CALLES PRINCIPALES EN BUENOS AIRES, MUNICIPIO DE JIQUIPILCO.","9,999,999.99","4,945,000.00",
1933,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,47,JIQUIPILCO,"PAVIMENTACIÓN DE LA CARRETERA LOMA DEL ASTILLERO A EMILIANO ZAPATA, MUNICIPIO DE JIQUIPILCO.","9,999,999.99","4,945,000.00",
1934,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,33,ECATEPEC DE MORELOS,"REHABILITACIÓN DEL PUENTE PEATONAL, UBICADO SOBRE LA AVENIDA CENTRAL, A LA ALTURA DE LA AV. VALLE DEL DON ","9,999,999.99","4,945,000.00",
1935,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,33,ECATEPEC DE MORELOS,"REHABILITACION  DE LA CALLE COANALCO, EN EL MUNICIPIO DE ECATEPEC","876,000.00","433,182.00",
